,ID,URL,Date,User,Tweet,Classification
137,137,https://twitter.com/Dusty10197/status/1627359380889825282,2023-02-19 17:28:05+00:00,Dusty10197,@taylorswift13 I found your old flowers from the our song video shoot that you had given out. I’m super excited to find them as I pack up my house. https://t.co/7YCc5KgmuP,Pos
138,138,https://twitter.com/Monchisgrippers/status/1627358005648846848,2023-02-19 17:22:38+00:00,Monchisgrippers,@taylorswift13 Nobody cares lol,Neg
139,139,https://twitter.com/ClayYoung24/status/1627353476412964865,2023-02-19 17:04:38+00:00,ClayYoung24,@taylorswift13 Would you come to China soon?,Neu
140,140,https://twitter.com/johnfaig/status/1627352048537677824,2023-02-19 16:58:57+00:00,johnfaig,"@taylorswift13 Not sure who created the @CapitalOne ad where there are multiple Swifties with different personalities, but it is genius! 🎆😀",Pos
141,141,https://twitter.com/AdrianM75624161/status/1627348798828687360,2023-02-19 16:46:02+00:00,AdrianM75624161,@taylorswift13 hello😉,Pos
142,142,https://twitter.com/smshsnwrrrrr/status/1627345830092099584,2023-02-19 16:34:15+00:00,smshsnwrrrrr,@taylorswift13 it's never too late to release a mv for cruel summer.,Pos
143,143,https://twitter.com/jacksonmaximoff/status/1627345621597159425,2023-02-19 16:33:25+00:00,jacksonmaximoff,@taylorswift13 can you pretty please put 7 seconds of static on 1989 tv 🫶🏼❤️❤️❤️,Pos
144,144,https://twitter.com/nutixontheblock/status/1627342182062383104,2023-02-19 16:19:45+00:00,nutixontheblock,"@taylorswift13 Here's a headline I want to read in the near future:

'Taylor Swift declared victory over the ticket resellers. Not one ticket for her current 36-show comedy tour has fallen into the hands of touts or agencies...'

Although I do hope you keep on singing ;-)",Pos
145,145,https://twitter.com/elea_guerin/status/1627337753531760641,2023-02-19 16:02:09+00:00,elea_guerin,@taylorswift13 ‘enchanted to announce’ 😌 speak now tv is coming my friends,Pos
146,146,https://twitter.com/heyypay/status/1627334960872034307,2023-02-19 15:51:03+00:00,heyypay,@taylorswift13 I miss you let’s hug on 3/18,Pos
147,147,https://twitter.com/PaigeTheSwiftie/status/1627334904596897793,2023-02-19 15:50:50+00:00,PaigeTheSwiftie,@taylorswift13 @taylornation13 pls hire @magicalbymariss to make city specific eras tour pins for tour,Pos
148,148,https://twitter.com/DaveClayton5150/status/1627332828353466368,2023-02-19 15:42:35+00:00,DaveClayton5150,@taylorswift13 Babe I'm so tired. I need you to lean on and confide in. I need your support and acceptance.,Neg
149,149,https://twitter.com/D4RKHELLS/status/1627321892188168192,2023-02-19 14:59:07+00:00,D4RKHELLS,@taylorswift13 girl this song cured my bpd https://t.co/N4mhWoPwCZ,Pos
150,150,https://twitter.com/claytonswift/status/1627320499629096960,2023-02-19 14:53:35+00:00,claytonswift,@taylorswift13 OMG INTERNATIONAL DATES,Pos
151,151,https://twitter.com/kirstlikeswift/status/1627311854421782531,2023-02-19 14:19:14+00:00,kirstlikeswift,@taylorswift13 SCREAMING CRYING https://t.co/wNUjb8Fk8d,Pos
152,152,https://twitter.com/BeckyPengelly/status/1627309237859655683,2023-02-19 14:08:50+00:00,BeckyPengelly,@taylorswift13 Misheard lyrics by my 6 year old daughter Penny. She was very proud to show you her writing though ❤️ https://t.co/ozRMBPv2Yx,Pos
153,153,https://twitter.com/alexeadie11/status/1627304534547783680,2023-02-19 13:50:09+00:00,alexeadie11,@taylorswift13’s pen game will always be unmatched. ✍🏼,Pos
154,154,https://twitter.com/cleanceited/status/1627301634479992835,2023-02-19 13:38:38+00:00,cleanceited,@taylorswift13 OMG YOURE COMING TO THE UK,Pos
155,155,https://twitter.com/afartinghuman/status/1627299472924631041,2023-02-19 13:30:02+00:00,afartinghuman,@taylorswift13 Puss in boots,Neu
156,156,https://twitter.com/ragnar_forseti/status/1627289466892165122,2023-02-19 12:50:17+00:00,ragnar_forseti,"@taylorswift13 should meet me at 1 Walnut St Old Orchard Beach, Maine",Neu
157,157,https://twitter.com/NoahFLogan/status/1627287198977478656,2023-02-19 12:41:16+00:00,NoahFLogan,"@taylorswift13 Even though you have such amazing life that most people could only dream of, it's got to be so difficult and lonely too. I know your are one of the strongest and smartest people but even still I just want you to know that in your darkest hours you're never alone 💛",Pos
158,158,https://twitter.com/marcochromatica/status/1627283498632355850,2023-02-19 12:26:34+00:00,marcochromatica,@taylorswift13 The Eras Tour https://t.co/7S18kl4LE0,Neu
159,159,https://twitter.com/beatlesscruffs/status/1627282186595360770,2023-02-19 12:21:21+00:00,beatlesscruffs,@taylorswift13 @PaulMcCartney write a song together,Neu
160,160,https://twitter.com/duvaldrunks/status/1627277312835129344,2023-02-19 12:01:59+00:00,duvaldrunks,"@taylorswift13 @laith_ashley It took a lot of courage to show those feet.

#MiddleEarth",Pos
161,161,https://twitter.com/MrBoggDann/status/1627276608124903425,2023-02-19 11:59:11+00:00,MrBoggDann,@taylorswift13 h-hi milady. what time do you get off work?,Pos
162,162,https://twitter.com/Thegreat_cock/status/1627274757077929987,2023-02-19 11:51:50+00:00,Thegreat_cock,"@taylorswift13 @blakelively OMG SPEAK NOW TV,SHUT TF UPPPP",Pos
163,163,https://twitter.com/itsrorybittch/status/1627269053550141441,2023-02-19 11:29:10+00:00,itsrorybittch,@taylorswift13 can u pls drop Speak Now (Taylor’s ver)? Like pls taylor like im LITERALLY BEGGING U,Pos
164,164,https://twitter.com/hrts4pugh/status/1627268757302218752,2023-02-19 11:27:59+00:00,hrts4pugh,@taylorswift13 SPEAK NOW TV WHEN,Pos
165,165,https://twitter.com/swiftpaperings/status/1627258827002331136,2023-02-19 10:48:32+00:00,swiftpaperings,@taylorswift13 bestie please PLEASE put hits different on spotify i would do anything at this point https://t.co/NiJDH31dqY,Pos
166,166,https://twitter.com/ElevationOfc/status/1627257710407213057,2023-02-19 10:44:05+00:00,ElevationOfc,"@taylorswift13 if a man talks shit, then I owe him nothin’.",Pos
167,167,https://twitter.com/ItsBookstan_/status/1627257035870830593,2023-02-19 10:41:24+00:00,ItsBookstan_,"@taylorswift13 talked about London’s boys, but boy, the Paris’s boys…",Pos
168,168,https://twitter.com/samepinkrrystan/status/1627255463782785025,2023-02-19 10:35:10+00:00,samepinkrrystan,@taylorswift13 why r the tickets expensive then?,Neg
169,169,https://twitter.com/jaina_swiftie13/status/1627244837207703552,2023-02-19 09:52:56+00:00,jaina_swiftie13,"@taylorswift13's Speak Now release date announcement is on the tip of her tongue.. she needs to spit it out now, I hate waiting https://t.co/OR5QsrFolN",Neg
170,170,https://twitter.com/ArthurOberholt1/status/1627244505190506503,2023-02-19 09:51:37+00:00,ArthurOberholt1,"@taylorswift13 Hi,Taylor! I love you very much. Art Jr.",Pos
171,171,https://twitter.com/YashiChandra4/status/1627235477316313089,2023-02-19 09:15:45+00:00,YashiChandra4,"@taylorswift13 Taylor 
Please announce your international dates 
I m coming all the way from India to watch you",Pos
172,172,https://twitter.com/ShaneColletti/status/1627231660377882624,2023-02-19 09:00:34+00:00,ShaneColletti,"@taylorswift13 @laith_ashley I formerly supported you with undying adoration, for years while understanding &amp; relating to you, but for some time now it appears that you have lost your soul &amp; common sense. If you ever manage to repossess them &amp; the shine of a brilliant jewel, look me up &amp; let's talk. 🙏",Neg
173,173,https://twitter.com/Volspiiii/status/1627226105131442177,2023-02-19 08:38:30+00:00,Volspiiii,@taylorswift13 Miss Taylor what happened to as soon as we can https://t.co/Lh49TyT0kh,Pos
174,174,https://twitter.com/rhynertaylorsve/status/1627224740514631681,2023-02-19 08:33:05+00:00,rhynertaylorsve,"@taylorswift13 OMG! Manila, Philippines sooo excited😭❤💗",Pos
175,175,https://twitter.com/AshleyMichiyo/status/1627209083353956352,2023-02-19 07:30:52+00:00,AshleyMichiyo,@taylorswift13 I love you so much. Please come to Indonesia 🙏,Pos
176,176,https://twitter.com/SpiritMizrahi7/status/1627203495999983618,2023-02-19 07:08:40+00:00,SpiritMizrahi7,@taylorswift13 the first friend I ever had was these 5 girls and one dude who was way too smart and the entire class k too 12th was my last year was a fun two years earning my diploma,Neu
177,177,https://twitter.com/celeb_bot/status/1627194697772040193,2023-02-19 06:33:42+00:00,celeb_bot,@taylorswift13 the future prime minister,Pos
178,178,https://twitter.com/BORNagainWARIOR/status/1627192609063022592,2023-02-19 06:25:24+00:00,BORNagainWARIOR,@taylorswift13 if the Holy Ghost wakes u up don’t hit that wit ur fist make a list off accounting&amp;work on ur list..I wouldn’t say 2knots not until u get the jist..cause when u kiss &amp;tell it’s like gorillas in da mist sow I’ll wave u in like a hopeless heart 2 Carlton Fisk #Hiphop,Neg
179,179,https://twitter.com/SpiritMizrahi7/status/1627191662781890561,2023-02-19 06:21:38+00:00,SpiritMizrahi7,@taylorswift13 still don’t get it tho tho,Neg
180,180,https://twitter.com/SpiritMizrahi7/status/1627191592829288449,2023-02-19 06:21:22+00:00,SpiritMizrahi7,@taylorswift13 I used too be that guy who never cried then I heard your music,Pos
181,181,https://twitter.com/SpiritMizrahi7/status/1627189087382777856,2023-02-19 06:11:24+00:00,SpiritMizrahi7,@taylorswift13 just want you too know I was gonna leave you alone after I heard 1989 like 30 times the first time I heard it but I wanted to leave the first time I heard red that’s bout it,Neg
182,182,https://twitter.com/KevBCav/status/1627186650508918784,2023-02-19 06:01:43+00:00,KevBCav,@taylorswift13 does anybody really care?,Neg
183,183,https://twitter.com/EgalAdmiral/status/1627183549899063296,2023-02-19 05:49:24+00:00,EgalAdmiral,@taylorswift13 this is why I need rest in a place to sleep because the voices in my head just spoke about the Casey Anthony case and I was told that she was set up because she does drugs and that her parents were the actual murderers they had to put their daughter away my phone,Neg
184,184,https://twitter.com/minus_not_add/status/1627183291857264642,2023-02-19 05:48:23+00:00,minus_not_add,"@taylorswift13 sakit ng the 1 mo hahaha mapapa “I persist and resist the temptation to ask you if one thing had been different, would everything be different today?” ka na lang 😴😴😴",Neu
185,185,https://twitter.com/SpiritMizrahi7/status/1627183111061504001,2023-02-19 05:47:39+00:00,SpiritMizrahi7,@taylorswift13 let’s just say me and Muhammad would be friends,Pos
186,186,https://twitter.com/SpiritMizrahi7/status/1627182861466972160,2023-02-19 05:46:40+00:00,SpiritMizrahi7,@taylorswift13 ugh I feel bad you know who trained me too box fml @taylorswift13 this is fucking insane so many open shots you give me I just want tequila,Neg
187,187,https://twitter.com/SpiritMizrahi7/status/1627182244195446787,2023-02-19 05:44:13+00:00,SpiritMizrahi7,@taylorswift13 we’ve been dating for 20 years a wife shesh you think I’m ready?,Neg
188,188,https://twitter.com/BaileyAdee/status/1627178174793543685,2023-02-19 05:28:03+00:00,BaileyAdee,@taylorswift13 I love you so so much,Pos
189,189,https://twitter.com/kalenekucera13/status/1627175497900728323,2023-02-19 05:17:24+00:00,kalenekucera13,"@taylorswift13 it's me hi. Meet me at midnight, or just at any point in my life really, whatever works for you.",Pos
190,190,https://twitter.com/CaseyxLeah/status/1627172499245899776,2023-02-19 05:05:29+00:00,CaseyxLeah,"@taylorswift13 PUT HITS DIFFERENT ON SPOTIFY

respectfully 🙂",Pos
191,191,https://twitter.com/EgalAdmiral/status/1627170875161075712,2023-02-19 04:59:02+00:00,EgalAdmiral,@taylorswift13 and my daughter did listen to me when I was explaining to her that other people actually lie to their children about Santa Claus and that kids in Africa don't get presents from Santa Claus for some reason when these people say he goes to the whole world....,Neg
192,192,https://twitter.com/luvsourtosaturn/status/1627169613527265281,2023-02-19 04:54:01+00:00,luvsourtosaturn,@taylorswift13 @taylornation13 if yall are picking ppl to meet tay after a show I’ll be at SoFi 8/8 for the eras tour 😆 this is my personal application https://t.co/AOR6pYoncQ,Pos
193,193,https://twitter.com/EgalAdmiral/status/1627168161442283521,2023-02-19 04:48:15+00:00,EgalAdmiral,@taylorswift13 hey your song just came on but God just said that you have a 500 times higher rate of being found dead if you take a single drink of alcohol.,Neg
194,194,https://twitter.com/keylethvax/status/1627166676222464000,2023-02-19 04:42:21+00:00,keylethvax,@taylorswift13 libere all of the girls (feat. The weekend) agora nesse exato momento vamos,Neu
195,195,https://twitter.com/FEARLESS_ts89/status/1627161615748538369,2023-02-19 04:22:15+00:00,FEARLESS_ts89,"@taylorswift13 @taylorswift13 Taylor  baby girl I am here in Illinois waiting for you
Come knock on the door when you arrive so I know it's you...
I am waiting ..

People can say whatever they want about me or us.. IDC anymore
We know what's true.. I love you baby and I'm waiting love",Neg
196,196,https://twitter.com/FEARLESS_ts89/status/1627161399334998019,2023-02-19 04:21:23+00:00,FEARLESS_ts89,"@taylorswift13 @taylorswift13 Taylor  baby girl I am here in Illinois waiting for you
Come knock on the door when you arrive so I know it's you...
I am waiting ..

People can say whatever they want about me or us.. IDC anymore
We know what's true.. I love you baby and I'm waiting 4u",Neg
197,197,https://twitter.com/FEARLESS_ts89/status/1627161061777412103,2023-02-19 04:20:02+00:00,FEARLESS_ts89,"@taylorswift13 Taylor  baby girl I am here in Illinois waiting for you
Come knock on the door when you arrive so I know it's you...
I am waiting ..

People can say whatever they want about me or us.. IDC anymore
We know what's true.. I love you baby and I'm waiting",Neg
198,198,https://twitter.com/EgalAdmiral/status/1627160035976531968,2023-02-19 04:15:58+00:00,EgalAdmiral,@taylorswift13 Justice would be for me to win,Pos
199,199,https://twitter.com/Derphuntar/status/1627159030065152000,2023-02-19 04:11:58+00:00,Derphuntar,"@taylorswift13 It's @yokoono 90th Birthday, how about a duet for old time's sake?",Pos
200,200,https://twitter.com/EgalAdmiral/status/1627158609967689736,2023-02-19 04:10:18+00:00,EgalAdmiral,@taylorswift13 so many covert operatives trying to get any dirt they can get on me now you they know that our Law requires that I don't even have to answer to the president I don't have to testify if the supreme court orders me..... rule of law a clear definition of justice,Neg
201,201,https://twitter.com/EgalAdmiral/status/1627157769101930499,2023-02-19 04:06:57+00:00,EgalAdmiral,@taylorswift13 Dino said someone told a woman to go to work and the Phantom backhanded him and he flipped right over,Neg
202,202,https://twitter.com/BEYONDLOVE777/status/1627157650025730050,2023-02-19 04:06:29+00:00,BEYONDLOVE777,@taylorswift13 Goto Hell!!!!,Neg
203,203,https://twitter.com/EgalAdmiral/status/1627156826918715393,2023-02-19 04:03:13+00:00,EgalAdmiral,@taylorswift13 hey you will want to control me but income all PTSD Prime.... I'm uncontrollable! If I like you I might listen but you have to follow God! One.... speak now...... cheer! I'm not forcing her! They seperate the women from the men.... you know God just said all my,Neg
204,204,https://twitter.com/sgarrettmc/status/1627155557021892608,2023-02-19 03:58:10+00:00,sgarrettmc,@taylorswift13 @taylornation13 look what arrived!!! #TaylorSwift #paris #vinyl #vinyladdict #vinylcollection #VinylCollector https://t.co/6sCC1QRZop,Pos
205,205,https://twitter.com/EgalAdmiral/status/1627150222898896897,2023-02-19 03:36:58+00:00,EgalAdmiral,@taylorswift13 you know it looks like I might be up a second day but I just did get the smallest feeling of being tired and capable of sleeping soon! I love that feeling when Jason Redman was talking about the reset that is required for our Mental Health and that is sleep I so,Neg
206,206,https://twitter.com/BreeL0v3Hew1tt/status/1627145309393412098,2023-02-19 03:17:27+00:00,BreeL0v3Hew1tt,"@taylorswift13 @taylornation13 @Ticketmaster Hey Taylor, if you get the time to read this, I would really appreciate it. Sadly I don’t think I’ll be going to see you perform. I guess it’s not meant to be for us to meet in person.💔 https://t.co/Qh69Znc2WW",Neg
207,207,https://twitter.com/JakeHHMax/status/1627144694634319874,2023-02-19 03:15:00+00:00,JakeHHMax,@taylorswift13 Without question a trans...,Neg
208,208,https://twitter.com/phillysdreamer/status/1627144056038912000,2023-02-19 03:12:28+00:00,phillysdreamer,@taylorswift13  please give @PaperRingsTS13 the biggest hug during #TheErasTour 🥹 she truly needs one,Pos
209,209,https://twitter.com/nickbrabo97/status/1627137007662120960,2023-02-19 02:44:28+00:00,nickbrabo97,"@taylorswift13 @RecordingAcad Congrats, that was a tremendous clip. Wish you the best.",Pos
210,210,https://twitter.com/iurihoficial/status/1627134518816538625,2023-02-19 02:34:34+00:00,iurihoficial,"@taylorswift13 me too, i never would have danced with the devil at 19",Neg
211,211,https://twitter.com/eriperaless/status/1627134463103713280,2023-02-19 02:34:21+00:00,eriperaless,@taylorswift13 what are you doing rn?,Neu
212,212,https://twitter.com/awca33/status/1627132985093894145,2023-02-19 02:28:28+00:00,awca33,@taylorswift13 @taylornation13 save the date for our wedding?! 💕💒 #taylorswift #love https://t.co/sNsGLkoKox,Pos
213,213,https://twitter.com/EgalAdmiral/status/1627130422449606658,2023-02-19 02:18:17+00:00,EgalAdmiral,@taylorswift13 I'm your property..... so your going to sell me to Avril! For one hour... lessen it if I can see,Neg
214,214,https://twitter.com/tcdchameleon/status/1627124876925366272,2023-02-19 01:56:15+00:00,tcdchameleon,"@taylorswift13   You are hot, but here in Arlington, we have a celebrity that is just as on fire and he would like to meet you.  How about it?  https://t.co/zSKreGxIz7",Pos
215,215,https://twitter.com/EgalAdmiral/status/1627122290214293504,2023-02-19 01:45:59+00:00,EgalAdmiral,@taylorswift13 why does it say that Satan deceives the whole world. When people in the Arab world ran a campaign of hatred against the United States it was because the United States was controlling them and they had to because of geopolitical reasons,Neg
216,216,https://twitter.com/BEYONDLOVE777/status/1627120922913132544,2023-02-19 01:40:33+00:00,BEYONDLOVE777,@taylorswift13 I don't care how much money you give me. I'm not doing naughty stuff with you. Leave me alone!!!!,Neg
217,217,https://twitter.com/avmu1999/status/1627120455122407425,2023-02-19 01:38:41+00:00,avmu1999,@taylorswift13 party. We were Anti Hero @bleachersmusic remix @jackantonoff https://t.co/c2iDuFbk5E,Pos
218,218,https://twitter.com/EgalAdmiral/status/1627120355339866118,2023-02-19 01:38:17+00:00,EgalAdmiral,@taylorswift13 I don't know if I'm going around and around or circles with them but this is no laughing matter! Elon either it's going to be called miraculous pressure or magical pressure either way if we have accusatory round style Magic being used in order to deceive then I,Neg
219,219,https://twitter.com/EgalAdmiral/status/1627119094813138944,2023-02-19 01:33:17+00:00,EgalAdmiral,@taylorswift13 regardless I'm not staying in Canada I was traffic to any traffic me as a child it's a horrible country....,Neg
220,220,https://twitter.com/EgalAdmiral/status/1627118564917358593,2023-02-19 01:31:10+00:00,EgalAdmiral,@taylorswift13 hey love I ran into that guy I owe 30 bucks and I got another spot for 30 bucks or Canadian dollars but I only gave them 29 I thought I had 30 you know how long did I stay out when I was minus 23 or who knows to 30 with I don't even know but it felt pretty cold,Neg
221,221,https://twitter.com/shirafaizaputri/status/1627116131428503554,2023-02-19 01:21:30+00:00,shirafaizaputri,"@taylorswift13 or Cara Anzara Putri is my shadow. Cara really loves number 13. Real Hermione is not a slut/sell herself to others. I grow into a woman. I accept my mortality/lack. Cats/dogs can never replace children. I am psyche, https://t.co/o08r5XxY4P. https://t.co/kJcByTBgmw",Neg
222,222,https://twitter.com/EgalAdmiral/status/1627114658178953221,2023-02-19 01:15:39+00:00,EgalAdmiral,@taylorswift13 the bar's owner referred to her as trailer trash I thought you was very attractive actually,Neg
223,223,https://twitter.com/EgalAdmiral/status/1627114488251002880,2023-02-19 01:14:58+00:00,EgalAdmiral,@taylorswift13 everybody do you realize that I have admitted to how I used to think and I know that Jesus was able to change me completely it's like that story The Prodigal Son I was eating what Swine Eat! Under what I had been taught I was so messed up and maybe it was because,Pos
224,224,https://twitter.com/YoungFreshSoFly/status/1627107447918788608,2023-02-19 00:47:00+00:00,YoungFreshSoFly,@taylorswift13 sky in meters,Neu
225,225,https://twitter.com/EgalAdmiral/status/1627106920833118210,2023-02-19 00:44:54+00:00,EgalAdmiral,@taylorswift13 you know what I witness this morning when heating up that fentanyl was that when it cooled it yelled up as though it had been cut with a pharmaceutical that has the ability to gel up to prevent injection or insulation. One thing I am completely against pharmakia.,Neg
226,226,https://twitter.com/ettabee_/status/1627103336473190401,2023-02-19 00:30:40+00:00,ettabee_,@taylorswift13 my dad said if i tweeted at you maybe you’d consider playing sparks fly at the eras tour please do this for me.,Pos
227,227,https://twitter.com/swiftiegivingup/status/1627101179858636800,2023-02-19 00:22:06+00:00,swiftiegivingup,@taylorswift13 please get your merch team together and redo the Era’s tour merch 😭,Pos
228,228,https://twitter.com/23amjad22/status/1627101113475547136,2023-02-19 00:21:50+00:00,23amjad22,"@taylorswift13 🎷When she woke up late in the morning light&amp;theDay had just begun
She opened up her eyes&amp;thought
""Oh,🎻what a morning""it's not a day for work It's a day fr Catching tan
Just lying on the beach&amp;having fun
She's going to get u all that she wants is another babyShe'sgone tomorrow",Pos
229,229,https://twitter.com/EgalAdmiral/status/1627099591148703744,2023-02-19 00:15:47+00:00,EgalAdmiral,@taylorswift13 and my love I cannot wait till we are out of these bodies I cherish every minute while I'm not hurt by you and I would cherish every minute with you but I am telling you that these bodies we are in are fascinating People actually almost have deified doctors in a,Pos
230,230,https://twitter.com/EgalAdmiral/status/1627097819885477888,2023-02-19 00:08:44+00:00,EgalAdmiral,@taylorswift13 Taylor at this point I appreciate what Dino said that I have never done drugs in my life I have never done drugs maybe every time I do drugs I die but God brings me back I actually don't like this stuff in me plagued with the poison in me,Neg
231,231,https://twitter.com/EgalAdmiral/status/1627095018573012994,2023-02-18 23:57:37+00:00,EgalAdmiral,@taylorswift13 I just side and released a large amount of air how stressful it is to come into contact in this manner. You know you thought me hiring the white squirrel the half white squirrel in the other half white squirrel too SEAL Team Six is funny I did try to hire,Neg
232,232,https://twitter.com/ChristyCoheeder/status/1627094807192666116,2023-02-18 23:56:46+00:00,ChristyCoheeder,"@taylorswift13
Is true, he is out there EVERY SINGLE DAY. 😁💯
https://t.co/3VY1NlXQcU",Pos
233,233,https://twitter.com/TuggyBear85/status/1627090381086261248,2023-02-18 23:39:11+00:00,TuggyBear85,@taylorswift13 these girls gave it their all at the talent show! 2nd grade 🤩 https://t.co/XpPZxn7HMT,Pos
234,234,https://twitter.com/EgalAdmiral/status/1627089995151609861,2023-02-18 23:37:39+00:00,EgalAdmiral,@taylorswift13 Taylor if you realize what this is about is I was just ordered to say something to you now Jesus claim that this individual is greater than him and when he just commanded me to tell you that I'm good enough for you would you realize that I'm actually telling you,Neg
235,235,https://twitter.com/JetaimeLesMis/status/1627086954599972872,2023-02-18 23:25:34+00:00,JetaimeLesMis,@taylorswift13 check out the @ProvidenceCol @PCFriarsmbb student section singalong at the game right now: https://t.co/vYP5dQCZfq,Neu
236,236,https://twitter.com/SouthPawSweens/status/1627085655183609856,2023-02-18 23:20:24+00:00,SouthPawSweens,"@taylorswift13 has to come to a Providence Friars game - there really is no way around it at this point 

The roof would blow off",Pos
237,237,https://twitter.com/marie_bruce/status/1627085136117501952,2023-02-18 23:18:20+00:00,marie_bruce,"@taylorswift13 Had a fab night at string quartet tribute to your music. Please do an orchestral greatest hits album, its such beautiful music for a classical rendition. This is Shake it Off finale. 🥰 https://t.co/oRQvOAsH8i",Pos
238,238,https://twitter.com/EgalAdmiral/status/1627083779545399300,2023-02-18 23:12:57+00:00,EgalAdmiral,@taylorswift13 why do things happen and I'll tell you because I realize something that when I was possessed by Satan he attacked my chances of being saved. Jerusalem you're not the queen of Babylon the only reason that I called that into account is because of what was going to,Neg
239,239,https://twitter.com/WilllCoffey/status/1627081546766372866,2023-02-18 23:04:05+00:00,WilllCoffey,"@taylorswift13 your next song should be about how it’s impossible for you to have a real relationship anymore, because now that you’re famous and being handled every opportunity is thereof is being filtered before you would once even know better or not",Neg
240,240,https://twitter.com/taylorstwink_/status/1627081175159422980,2023-02-18 23:02:36+00:00,taylorstwink_,@taylorswift13 your move https://t.co/EPBqzFc9rv,Neu
241,241,https://twitter.com/taylorstwink_/status/1627080643728510977,2023-02-18 23:00:29+00:00,taylorstwink_,@taylorswift13 your move https://t.co/BBDmkjlkOG,Neu
242,242,https://twitter.com/EgalAdmiral/status/1627080555375501324,2023-02-18 23:00:08+00:00,EgalAdmiral,@taylorswift13 I'm exhausted I'm covered in sweat from walking in this way and also going to sobie's to buy a drink while I'm dressed for staying out in the cold for 12 hours straight you know what I did yesterday was not because of addiction I really didn't want to do it but I,Neg
243,243,https://twitter.com/Keptulikeanoat1/status/1627075772858118146,2023-02-18 22:41:08+00:00,Keptulikeanoat1,@taylorswift13 @blakelively Make your videos 4k i beg,Pos
244,244,https://twitter.com/TrevorAdvture/status/1627074677805035525,2023-02-18 22:36:47+00:00,TrevorAdvture,@taylorswift13 I wanted a coffee date I’ll settle with a remix 💋 https://t.co/Sz0CPSwiMv,Pos
245,245,https://twitter.com/NoahFLogan/status/1627072414252412929,2023-02-18 22:27:47+00:00,NoahFLogan,"@taylorswift13 @RecordingAcad @taylorswift13
 hope you're OK?
I'm always here if you need to talk. Lot of love ❤️",Pos
246,246,https://twitter.com/NoahFLogan/status/1627070206769246209,2023-02-18 22:19:01+00:00,NoahFLogan,"@taylorswift13 hope you're OK?
I'm always here if you need to talk. Lot of love ❤️ x",Pos
247,247,https://twitter.com/ChrisWillman/status/1627070153736470528,2023-02-18 22:18:48+00:00,ChrisWillman,"@taylorswift13’s upcoming “Long Pond Studio Sessions” double-LP, sighted and actually played in the wild. @recordstoreday https://t.co/e14JN2vtlb",Pos
248,248,https://twitter.com/tvfnight/status/1627066463076114434,2023-02-18 22:04:08+00:00,tvfnight,@taylorswift13 please do countdown videos til tour again bff 🫶🏻🫶🏻 https://t.co/huZC76CCLv,Pos
249,249,https://twitter.com/EgalAdmiral/status/1627061970259279879,2023-02-18 21:46:17+00:00,EgalAdmiral,@taylorswift13 okay marijuana edibles body Buzz smoking a different type of Buzz now we are going to find the THC in the bloodstream but we have to account for distribution differences from the different methods of ingestion,Neu
250,250,https://twitter.com/EgalAdmiral/status/1627054775551541250,2023-02-18 21:17:42+00:00,EgalAdmiral,@taylorswift13 there is one of the Edibles that the guy handed me and I thought I saw a drop but I've confirmed that it did drop and now I will collect it https://t.co/lhvA6iPqij,Neg
251,251,https://twitter.com/EgalAdmiral/status/1627052847853608962,2023-02-18 21:10:02+00:00,EgalAdmiral,@taylorswift13 Swift the guy just gave me candy and said you want some edibles and then he said they're 15 mg each and I'm like it's THC I thought it was candy......,Neg
252,252,https://twitter.com/kirstlikeswift/status/1627050733144006656,2023-02-18 21:01:38+00:00,kirstlikeswift,"@taylorswift13 I see you girl, in london, watching superstars right now… 👀 I’m team Katie, but who do you think? #superstars @ShaniaTwain 🍾",Neu
253,253,https://twitter.com/kirstlikeswift/status/1627050596778868737,2023-02-18 21:01:06+00:00,kirstlikeswift,"@taylorswift13 I see you girl, in london, watching superstars right now… 👀 I’m team Katie, but who do you think? #superstars @ShaniaTwain ♥️",Neu
254,254,https://twitter.com/kirstlikeswift/status/1627050566802087938,2023-02-18 21:00:58+00:00,kirstlikeswift,"@taylorswift13 I see you girl, in london, watching superstars right now… 👀 I’m team Katie, but who do you think? #superstars @ShaniaTwain !!",Neu
255,255,https://twitter.com/kirstlikeswift/status/1627050474288435201,2023-02-18 21:00:36+00:00,kirstlikeswift,"@taylorswift13 I see you girl, in london, watching superstars right now… 👀 I’m team Katie, but who do you think? #superstars @ShaniaTwain",Neu
256,256,https://twitter.com/EgalAdmiral/status/1627049493496754180,2023-02-18 20:56:43+00:00,EgalAdmiral,@taylorswift13 it's Panetta he turned as I was about to take it! https://t.co/BSZIsY0ITU,Pos
257,257,https://twitter.com/EgalAdmiral/status/1627048794599886848,2023-02-18 20:53:56+00:00,EgalAdmiral,@taylorswift13 ummmm the HA say I'm the most valuable person on the planet so thier offering me to you for 150 dollars.... il pay for you.... I'm to give 150 dollars to any drug dealer and not in exchange for drugs. HAPPY SATURDAYi didn't know it was Saturday I thought it was,Neg
258,258,https://twitter.com/YousefMousa6/status/1627041209842647042,2023-02-18 20:23:48+00:00,YousefMousa6,"@taylorswift13 honey are you aware that you’ve forgot about the international dates? 
Not gonna mention you also forgot to releases your version of speak now 🙂
#taylorswift #TSErasTour #TheErasTour #TSmidnighTS",Neg
